# n_walkers  100  n_cull  1  simple log(alpha)  -0.009950330853167877
#   T     log_Z(T)      F(T)        U(T)       Cvp(T)    low_pct_i(T) mode_i(T) high_pct_i(T) low_pct_iter(T)  mode_iter(T)   high_pct_iter(T) Z_fract(T)
   3195    -26.6981  -0.0726531   -0.139521  3.6996e-05       75      572     1175              75             572            1175 0.970519
   3200    -26.6616  -0.0725486   -0.139337 3.69094e-05       75      572     1174              75             572            1174 0.970528
   3205    -26.6251  -0.0724444   -0.139152 3.68229e-05       74      572     1172              74             572            1172 0.970537
   3210    -26.5887  -0.0723404   -0.138968 3.67365e-05       73      572     1172              73             572            1172 0.970846
   3215    -26.5525  -0.0722368   -0.138785 3.66502e-05       72      572     1171              72             572            1171 0.971004
   3220    -26.5163  -0.0721334   -0.138602 3.65641e-05       72      572     1170              72             572            1170 0.971014
   3225    -26.4802  -0.0720304   -0.138419 3.64782e-05       72      572     1170              72             572            1170 0.971171
   3230    -26.4443  -0.0719276   -0.138237 3.63924e-05       72      572     1169              72             572            1169 0.971178
   3235    -26.4084  -0.0718251   -0.138055 3.63067e-05       72      572     1169              72             572            1169 0.971332
   3240    -26.3726  -0.0717229   -0.137874 3.62212e-05       72      354     1168              72             354            1168 0.971336
   3245     -26.337  -0.0716209   -0.137693 3.61358e-05       72      354     1167              72             354            1167 0.97134
   3250    -26.3014  -0.0715192   -0.137513 3.60506e-05       72      354     1166              72             354            1166 0.971341
   3255    -26.2659  -0.0714178   -0.137333 3.59655e-05       72      354     1163              72             354            1163 0.971045
   3260    -26.2305  -0.0713167   -0.137153 3.58806e-05       72      354     1161              72             354            1161 0.970897
   3265    -26.1952  -0.0712159   -0.136974 3.57958e-05       72      354     1160              72             354            1160 0.970897
   3270      -26.16  -0.0711153   -0.136795 3.57112e-05       72      354     1159              72             354            1159 0.970896
   3275    -26.1249   -0.071015   -0.136617 3.56267e-05       72      354     1158              72             354            1158 0.970894
   3280    -26.0899   -0.070915   -0.136439 3.55424e-05       72      354     1157              72             354            1157 0.97089
   3285     -26.055  -0.0708153   -0.136261 3.54583e-05       72      354     1156              72             354            1156 0.970885
   3290    -26.0202  -0.0707158   -0.136084 3.53743e-05       72      354     1154              72             354            1154 0.970728
   3295    -25.9854  -0.0706166   -0.135908 3.52905e-05       71      354     1152              71             354            1152 0.970723
   3300    -25.9508  -0.0705176   -0.135731 3.52068e-05       70      354     1151              70             354            1151 0.970871
   3305    -25.9163   -0.070419   -0.135556 3.51233e-05       70      354     1150              70             354            1150 0.970865
   3310    -25.8818  -0.0703206    -0.13538 3.50399e-05       70      354     1146              70             354            1146 0.970401
   3315    -25.8474  -0.0702224   -0.135205 3.49567e-05       70      354     1145              70             354            1145 0.970395
   3320    -25.8132  -0.0701245   -0.135031 3.48737e-05       69      354     1143              69             354            1143 0.97039
   3325     -25.779  -0.0700269   -0.134856 3.47909e-05       69      354     1143              69             354            1143 0.970538
   3330    -25.7449  -0.0699296   -0.134683 3.47082e-05       67      354     1142              67             354            1142 0.970842
   3335    -25.7109  -0.0698325   -0.134509 3.46257e-05       67      354     1139              67             354            1139 0.970529
   3340     -25.677  -0.0697356   -0.134336 3.45433e-05       67      354     1138              67             354            1138 0.970525
   3345    -25.6432   -0.069639   -0.134164 3.44611e-05       67      354     1135              67             354            1135 0.97021
   3350    -25.6094  -0.0695427   -0.133992 3.43791e-05       67      354     1134              67             354            1134 0.970204
   3355    -25.5758  -0.0694467    -0.13382 3.42973e-05       66      354     1133              66             354            1133 0.970354
   3360    -25.5422  -0.0693508   -0.133649 3.42156e-05       66      354     1132              66             354            1132 0.970347
   3365    -25.5087  -0.0692553   -0.133478 3.41341e-05       66      354     1131              66             354            1131 0.97034
   3370    -25.4754    -0.06916   -0.133307 3.40528e-05       66      354     1130              66             354            1130 0.970331
   3375    -25.4421  -0.0690649   -0.133137 3.39716e-05       66      354     1129              66             354            1129 0.970321
   3380    -25.4089  -0.0689701   -0.132968 3.38906e-05       66      354     1127              66             354            1127 0.970153
   3385    -25.3757  -0.0688756   -0.132799 3.38098e-05       66      354     1127              66             354            1127 0.970299
   3390    -25.3427  -0.0687813    -0.13263 3.37292e-05       66      354     1126              66             354            1126 0.970286
   3395    -25.3098  -0.0686873   -0.132461 3.36488e-05       66      354     1124              66             354            1124 0.970114
   3400    -25.2769  -0.0685935   -0.132293 3.35685e-05       66      354     1124              66             354            1124 0.970257
   3405    -25.2441  -0.0684999   -0.132126 3.34884e-05       66      354     1123              66             354            1123 0.970241
   3410    -25.2114  -0.0684066   -0.131958 3.34085e-05       65      354     1122              65             354            1122 0.970383
   3415    -25.1788  -0.0683135   -0.131791 3.33287e-05       65      354     1121              65             354            1121 0.970366
   3420    -25.1463  -0.0682207   -0.131625 3.32492e-05       65      354     1119              65             354            1119 0.970188
   3425    -25.1138  -0.0681281   -0.131459 3.31698e-05       65      354     1119              65             354            1119 0.970328
   3430    -25.0815  -0.0680358   -0.131293 3.30906e-05       65      354     1118              65             354            1118 0.970308
   3435    -25.0492  -0.0679437   -0.131128 3.30116e-05       65      354     1116              65             354            1116 0.970126
   3440     -25.017  -0.0678519   -0.130963 3.29328e-05       65      354     1115              65             354            1115 0.970104
   3445    -24.9849  -0.0677603   -0.130799 3.28541e-05       65      354     1114              65             354            1114 0.970081
   3450    -24.9529  -0.0676689   -0.130635 3.27756e-05       65      354     1112              65             354            1112 0.969896
   3455    -24.9209  -0.0675777   -0.130471 3.26974e-05       65      354     1108              65             354            1108 0.969388
   3460    -24.8891  -0.0674868   -0.130308 3.26193e-05       65      354     1108              65             354            1108 0.969527
   3465    -24.8573  -0.0673962   -0.130145 3.25413e-05       64      354     1107              64             354            1107 0.969666
   3470    -24.8256  -0.0673058   -0.129982 3.24636e-05       64      354     1105              64             354            1105 0.96948
   3475     -24.794  -0.0672156    -0.12982 3.23861e-05       64      354     1104              64             354            1104 0.969456
   3480    -24.7624  -0.0671256   -0.129658 3.23087e-05       64      354     1103              64             354            1103 0.969431
   3485    -24.7309  -0.0670359   -0.129497 3.22315e-05       64      354     1102              64             354            1102 0.969405
   3490    -24.6996  -0.0669464   -0.129336 3.21546e-05       64      354     1099              64             354            1099 0.969053
   3495    -24.6683  -0.0668571   -0.129175 3.20778e-05       64      354     1098              64             354            1098 0.969027
   3500     -24.637  -0.0667681   -0.129015 3.20012e-05       64      354     1097              64             354            1097  0.969
   3505    -24.6059  -0.0666792   -0.128855 3.19247e-05       64      354     1096              64             354            1096 0.968972
   3510    -24.5748  -0.0665907   -0.128696 3.18485e-05       64      354     1092              64             354            1092 0.968452
   3515    -24.5438  -0.0665023   -0.128537 3.17725e-05       64      354     1091              64             354            1091 0.968425
   3520    -24.5129  -0.0664142   -0.128378 3.16966e-05       64      354     1090              64             354            1090 0.968397
   3525    -24.4821  -0.0663263    -0.12822 3.16209e-05       64      354     1089              64             354            1089 0.968367
   3530    -24.4513  -0.0662386   -0.128062 3.15454e-05       64      354     1088              64             354            1088 0.968337
   3535    -24.4207  -0.0661511   -0.127905 3.14702e-05       59      354     1087              59             354            1087 0.969137
   3540    -24.3901  -0.0660639   -0.127747 3.13951e-05       59      354     1086              59             354            1086 0.969112
   3545    -24.3595  -0.0659769   -0.127591 3.13202e-05       58      354     1085              58             354            1085 0.969253
   3550    -24.3291  -0.0658901   -0.127434 3.12454e-05       58      354     1084              58             354            1084 0.969228
   3555    -24.2987  -0.0658035   -0.127278 3.11709e-05       58      354     1083              58             354            1083 0.969202
   3560    -24.2684  -0.0657172   -0.127123 3.10966e-05       58      354     1082              58             354            1082 0.969175
   3565    -24.2382   -0.065631   -0.126967 3.10224e-05       58      289     1081              58             289            1081 0.969148
   3570     -24.208  -0.0655451   -0.126812 3.09485e-05       58      289     1080              58             289            1080 0.96912
   3575     -24.178  -0.0654594   -0.126658 3.08747e-05       58      289     1079              58             289            1079 0.96909
   3580     -24.148  -0.0653739   -0.126504 3.08011e-05       58      289     1078              58             289            1078 0.969059
   3585    -24.1181  -0.0652887    -0.12635 3.07278e-05       58      289     1077              58             289            1077 0.969027
   3590    -24.0882  -0.0652036   -0.126196 3.06546e-05       57      289     1076              57             289            1076 0.969164
   3595    -24.0584  -0.0651188   -0.126043 3.05816e-05       56      289     1075              56             289            1075 0.969301
   3600    -24.0287  -0.0650341    -0.12589 3.05088e-05       56      289     1074              56             289            1074 0.969269
   3605    -23.9991  -0.0649497   -0.125738 3.04362e-05       55      289     1074              55             289            1074 0.969577
   3610    -23.9695  -0.0648655   -0.125586 3.03637e-05       55      289     1073              55             289            1073 0.969544
   3615    -23.9401  -0.0647815   -0.125434 3.02915e-05       55      289     1065              55             289            1065 0.96833
   3620    -23.9106  -0.0646977   -0.125283 3.02195e-05       55      289     1064              55             289            1064 0.968301
   3625    -23.8813  -0.0646142   -0.125132 3.01477e-05       54      289     1064              54             289            1064 0.968614
   3630     -23.852  -0.0645308   -0.124982  3.0076e-05       54      289     1062              54             289            1062 0.968413
   3635    -23.8228  -0.0644476   -0.124831 3.00045e-05       54      289     1061              54             289            1061 0.968382
   3640    -23.7937  -0.0643647   -0.124682 2.99333e-05       54      289     1061              54             289            1061 0.968523
   3645    -23.7647  -0.0642819   -0.124532 2.98622e-05       54      289     1060              54             289            1060 0.968491
   3650    -23.7357  -0.0641994   -0.124383 2.97913e-05       53      289     1059              53             289            1059 0.968631
   3655    -23.7068   -0.064117   -0.124234 2.97207e-05       53      289     1058              53             289            1058 0.968598
   3660    -23.6779  -0.0640349   -0.124086 2.96502e-05       53      289     1057              53             289            1057 0.968564
   3665    -23.6491   -0.063953   -0.123938 2.95799e-05       52      289     1056              52             289            1056 0.968705
   3670    -23.6204  -0.0638712    -0.12379 2.95098e-05       52      289     1055              52             289            1055 0.96867
   3675    -23.5918  -0.0637897   -0.123643 2.94399e-05       52      289     1054              52             289            1054 0.968634
   3680    -23.5632  -0.0637084   -0.123496 2.93701e-05       52      289     1053              52             289            1053 0.968598
   3685    -23.5347  -0.0636272   -0.123349 2.93006e-05       52      289     1053              52             289            1053 0.968736
   3690    -23.5063  -0.0635463   -0.123203 2.92313e-05       51      289     1050              51             289            1050 0.968524
   3695     -23.478  -0.0634656   -0.123057 2.91621e-05       51      289     1049              51             289            1049 0.968487
   3700    -23.4497   -0.063385   -0.122911 2.90932e-05       51      289     1048              51             289            1048 0.96845
   3705    -23.4214  -0.0633047   -0.122766 2.90244e-05       51      289     1048              51             289            1048 0.968588
   3710    -23.3933  -0.0632245   -0.122621 2.89559e-05       51      289     1042              51             289            1042 0.967671
   3715    -23.3652  -0.0631446   -0.122476 2.88875e-05       51      289     1040              51             289            1040 0.967457
   3720    -23.3372  -0.0630648   -0.122332 2.88193e-05       46      289     1040              46             289            1040 0.968495
   3725    -23.3092  -0.0629853   -0.122188 2.87513e-05       46      289     1039              46             289            1039 0.968465
   3730    -23.2813  -0.0629059   -0.122044 2.86835e-05       46      289     1038              46             289            1038 0.968435
   3735    -23.2535  -0.0628267   -0.121901 2.86159e-05       46      289     1036              46             289            1036 0.968224
   3740    -23.2258  -0.0627477   -0.121758 2.85485e-05       45      289     1035              45             289            1035 0.968372
   3745    -23.1981  -0.0626689   -0.121616 2.84813e-05       45      289     1035              45             289            1035 0.96852
   3750    -23.1705  -0.0625903   -0.121473 2.84143e-05       45      289     1032              45             289            1032 0.96813
   3755    -23.1429  -0.0625119   -0.121331 2.83474e-05       45      289     1031              45             289            1031 0.968098
   3760    -23.1154  -0.0624337    -0.12119 2.82808e-05       43      289     1030              43             289            1030 0.968427
   3765     -23.088  -0.0623556   -0.121049 2.82143e-05       43      289     1030              43             289            1030 0.968577
   3770    -23.0606  -0.0622778   -0.120908 2.81481e-05       43      289     1029              43             289            1029 0.968545
   3775    -23.0333  -0.0622001   -0.120767  2.8082e-05       43      289     1027              43             289            1027 0.968332
   3780    -23.0061  -0.0621226   -0.120627 2.80161e-05       43      289     1026              43             289            1026 0.968298
   3785    -22.9789  -0.0620454   -0.120487 2.79504e-05       43      289     1025              43             289            1025 0.968265
   3790    -22.9518  -0.0619682   -0.120347 2.78849e-05       43      289     1025              43             289            1025 0.968412
   3795    -22.9248  -0.0618913   -0.120208 2.78196e-05       43      289     1024              43             289            1024 0.968377
   3800    -22.8978  -0.0618146   -0.120069 2.77545e-05       43      289     1023              43             289            1023 0.968341
   3805    -22.8709   -0.061738   -0.119931 2.76895e-05       43      289     1021              43             289            1021 0.968121
   3810    -22.8441  -0.0616616   -0.119792 2.76248e-05       43      289     1020              43             289            1020 0.968083
   3815    -22.8173  -0.0615854   -0.119654 2.75602e-05       43      289     1020              43             289            1020 0.968229
   3820    -22.7906  -0.0615094   -0.119517 2.74958e-05       43      289     1019              43             289            1019 0.96819
   3825    -22.7639  -0.0614336   -0.119379 2.74317e-05       43      289     1018              43             289            1018 0.968151
   3830    -22.7373  -0.0613579   -0.119242 2.73677e-05       43      289     1017              43             289            1017 0.96811
   3835    -22.7108  -0.0612825   -0.119106 2.73038e-05       43      289     1016              43             289            1016 0.968068
   3840    -22.6843  -0.0612072   -0.118969 2.72402e-05       43      289     1015              43             289            1015 0.968027
   3845    -22.6579   -0.061132   -0.118833 2.71768e-05       43      289     1014              43             289            1014 0.967984
   3850    -22.6315  -0.0610571   -0.118698 2.71136e-05       43      289     1014              43             289            1014 0.968126
   3855    -22.6052  -0.0609823   -0.118562 2.70505e-05       43      289     1013              43             289            1013 0.968082
   3860     -22.579  -0.0609077   -0.118427 2.69876e-05       43      289     1012              43             289            1012 0.968036
   3865    -22.5528  -0.0608333   -0.118292 2.69249e-05       43      289     1011              43             289            1011 0.96799
   3870    -22.5267  -0.0607591   -0.118158 2.68624e-05       43      289     1010              43             289            1010 0.967943
   3875    -22.5007   -0.060685   -0.118024 2.68001e-05       43      289     1010              43             289            1010 0.968083
   3880    -22.4747  -0.0606111    -0.11789  2.6738e-05       43      289     1009              43             289            1009 0.968034
   3885    -22.4487  -0.0605374   -0.117756  2.6676e-05       43      289     1008              43             289            1008 0.967985
   3890    -22.4229  -0.0604638   -0.117623 2.66143e-05       43      289     1007              43             289            1007 0.967934
   3895    -22.3971  -0.0603904    -0.11749 2.65527e-05       43      289     1007              43             289            1007 0.968071
   3900    -22.3713  -0.0603172   -0.117358 2.64913e-05       43      289     1006              43             289            1006 0.96802
   3905    -22.3456  -0.0602442   -0.117225 2.64301e-05       43      289     1004              43             289            1004 0.967778
   3910      -22.32  -0.0601713   -0.117093 2.63691e-05       43      289     1001              43             289            1001 0.967352
   3915    -22.2944  -0.0600986   -0.116962 2.63082e-05       43      289      999              43             289             999 0.967112
   3920    -22.2689   -0.060026    -0.11683 2.62476e-05       43      289      999              43             289             999 0.967251
   3925    -22.2435  -0.0599537   -0.116699 2.61871e-05       42      289      998              42             289             998 0.967389
   3930    -22.2181  -0.0598815   -0.116568 2.61268e-05       42      289      997              42             289             997 0.967337
   3935    -22.1927  -0.0598094   -0.116438 2.60667e-05       42      289      997              42             289             997 0.967475
   3940    -22.1674  -0.0597376   -0.116308 2.60067e-05       42      289      996              42             289             996 0.967421
   3945    -22.1422  -0.0596658   -0.116178  2.5947e-05       42      289      995              42             289             995 0.967368
   3950     -22.117  -0.0595943   -0.116048 2.58874e-05       42      289      994              42             289             994 0.967313
   3955    -22.0919  -0.0595229   -0.115919  2.5828e-05       42      289      993              42             289             993 0.967258
   3960    -22.0669  -0.0594517    -0.11579 2.57688e-05       42      289      993              42             289             993 0.967393
   3965    -22.0419  -0.0593807   -0.115661 2.57098e-05       42      289      991              42             289             991 0.967145
   3970    -22.0169  -0.0593098   -0.115533 2.56509e-05       42      289      990              42             289             990 0.967088
   3975     -21.992   -0.059239   -0.115405 2.55922e-05       42      289      988              42             289             988 0.966839
   3980    -21.9672  -0.0591685   -0.115277 2.55337e-05       42      289      987              42             289             987 0.966781
   3985    -21.9424  -0.0590981   -0.115149 2.54754e-05       42      289      987              42             289             987 0.966916
   3990    -21.9177  -0.0590278   -0.115022 2.54173e-05       41      289      986              41             289             986 0.967051
   3995    -21.8931  -0.0589577   -0.114895 2.53593e-05       41      289      985              41             289             985 0.966993
   4000    -21.8685  -0.0588878   -0.114769 2.53015e-05       41      289      984              41             289             984 0.966935
   4005    -21.8439   -0.058818   -0.114642 2.52439e-05       41      289      982              41             289             982 0.966683
